판례내용
"【사례 11】 피고인은 인터넷 카페 게시판에 '캠핑용 파워뱅크 200A' 급매 글을 올렸다. 겨울철 캠핑 수요가 많은 점을 이용해 '지금 입금하면 내일 아침 일찍 우체국 택배로 접수하겠다'고 약속하고 80만 원을 송금받았다. 피고인은 실제로 편의점 택배 예약만 하고 접수는 하지 않은 채 예약 번호만 알려주며 피해자를 기망하였다."
"【사례 12】 피고인은 중고거래 플랫폼에서 '맥북 에어 M2' 모델을 100만 원에 판매한다고 속였다. 피해자가 의심하자 '영상통화로 물건 보여드리겠다'고 하며 미리 녹화된 타인의 제품 작동 영상을 마치 실시간인 것처럼 보여주어 안심시켰다. 피해자가 대금을 입금하자 즉시 번호를 차단하고 잠적하였다."
"【사례 13】 피고인은 '에어팟 맥스 실버'를 저렴하게 판매한다며 접근하였다. 안전거래를 원하는 피해자에게 '수수료가 너무 비싸서 부담된다. 대신 제 명함과 가족관계증명서를 보내드리겠다'고 하며 위조된 서류들을 보여주었다. 이에 속은 피해자가 45만 원을 무통장 입금하자 잠적하였다."
"【사례 14】 피고인은 '포켓몬 카드 뮤 VMAX SA' 등 희귀 카드를 판매한다고 게시하였다. 수집가들의 심리를 이용해 '홀로그램 인증 영상'을 조작하여 전송하였고, 피해자 5명으로부터 각각 30~50만 원씩 총 200만 원 상당의 금액을 입금받은 뒤 물품을 배송하지 않았다."
"【사례 15】 피고인은 '다이슨 에어랩 멀티 스타일러'를 선물받았는데 필요 없다며 미개봉 상태로 판다고 글을 올렸다. '이사 준비 중이라 저렴하게 내놓는다'는 전형적인 급매 문구를 사용해 피해자를 유도하였고, 40만 원을 송금받은 뒤 다른 사람의 운송장 사진을 마치 피해자의 것인 양 보내주며 시간을 벌다 잠적하였다."
"【사례 20】 피고인은 '고성능 게이밍 데스크탑'을 본체가 아닌 케이스만 배송하는 방식으로 피해자를 기망하였다. 150만 원에 거래를 성사시킨 후, 택배 박스 무게를 맞추기 위해 케이스 안에 돌을 채워 넣어 배송하였다. 피해자가 박스를 개봉했을 때 내부 부품은 전혀 들어있지 않았다."
"【사례 16】 피고인은 중고나라에서 'LG 스탠바이미'를 판매한다고 기망하였다. 피해자가 직거래를 원하자 경기도 연천 최전방 부대 근처라고 거짓말하며 방문을 유도하려다, 피해자가 멀다고 하자 '그럼 택배비 절반 부담해드릴테니 택배로 하시겠냐'고 유도하여 75만 원을 편취하였다."
"【사례 17】 피고인은 '루이비통 지갑' 정품을 판매한다며 가품(짝퉁)을 배송하는 수법을 썼다. 게시글에는 정품 사진을 올려두고 피해자에게 35만 원을 입금받은 뒤, 시장에서 구입한 저가 가품을 배송하였다. 항의하는 피해자에게 '보낼 땐 멀쩡했다. 당신이 바꿔치기한 거 아니냐'며 적반하장식 대응을 보였다."
"【사례 18】 피고인은 '스타벅스 프리퀀시 완성본' 및 '기프티콘' 대량 판매 사기를 저질렀다. 소액 거래라 피해자들이 신고를 꺼릴 것이라는 점을 악용하여 카페 게시판에서 수십 명에게 1~3만 원씩 입금받은 후 바코드가 이미 사용된 가짜 이미지를 전송하였다."
"【사례 21】 피고인은 '아이폰 13 미니'를 판매한다고 속인 후, 피해자가 입금하자 택배 박스에 쓰레기와 빈 페트병을 넣어 배송하였다. 피해자가 따지자 '직원이 실수로 잘못 보냈다. 다시 보내주겠다'며 시간을 끌다 결국 잠적하였다."
