title,content,source_type,source_file,source_url,detail_url
"(검사사칭) '23.5월 검사를 사칭하여 범죄에 본인 계좌가 연루되었다는 연락에 속아 사기당한 사례","최초접근방법 : 전화
피해자 연령 : 20대
피해자 성별 : 남
사기 유형 : 검사사칭
피의자는 5.24. 12:51경부터 16:00까지 피해자에게 전화를 하여 서울중앙지검 김수진 검사를 사칭한 후 범인이 피해자 명의의 계좌를 사용했는데 범죄에 가담이 되지 않았다는 것을 입증하기 위해서는 피해자 명의의 계좌에서 일정 금액 송금 및 상품권 구매 등이 필요하다고 하여
이에 속은 피해자가 피해자 명의의 계좌에서 130만원을 송금하고 컬쳐랜드상품권과 신세계상품권 200만원 상당을 구입하여 카카오톡을 이용하여 이를 교부하여 피의자는 재산상 이익을 취득","hwpx_attachment","(검사사칭) '23.5월 검사를 사칭하여 범죄에 본인 계좌가 연루되었다는 연락에 속아 사기당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=b35c6f042c42490dae7d3e88a8da3bbd&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129859&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(지인사칭_자녀) '23.5월 자녀를 사칭하여 휴대전화 보험신청을 해야한다는 연락에 속아 사기당한 사례","최초접근방법 : 문자
피해자 연령 : 50대
피해자 성별 : 여
사기 유형 : 지인사칭(자녀)
피의자는 5.31. 18시경 주거지에 있는 피해자에게 피해자의 아들을 사칭하면서 문자로 휴대전화가 고장났다고 연락하였고, 이어서 카카오톡 대화로 피해자에게 가족 명의로 휴대폰 보험 신청을 해야한다며 피해자의 신분증 사진, 계좌번호, 비밀번호를 전송받고 이어서 원격제어어플 팀뷰어를 설치하도록 유도하였다.
그러나 사실 피의자는 피해자의 아들이 아니었고 피해자로부터 받은 개인정보 및 금융정보를 이용하여 재물을 취득할 의사였다.
피의자는 권한 없이 타인의 정보를 입력하여 정보처리를 하여 79,370,500원을 송금받아 재산상 이익을 취하였다.","hwpx_attachment","(지인사칭_자녀) '23.5월 자녀를 사칭하여 휴대전화 보험신청을 해야한다는 연락에 속아 사기당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=841743621fbb49318721bd206225aa0d&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129858&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(택배사칭) '23.8월 택배배송을 사칭한 문자의 URL을 클릭하였다가 악성앱이 설치되어 사기당한 사례","최초접근방법 : 문자
피해자 연령 : 50대
피해자 성별 : 남
사기 유형 : 메신저피싱
피의자는 피해자에게 7.31. 19:16경 ‘상품을 배송했습니다. 확인부탁합니다’라는 문구와 URL 주소 링크가 적힌 피싱 문자를 보내 피해자가 위 링크를 누르게 하여 피해자의 휴대전화에 악성 어플을 설치한 뒤 피해자의 운전면허증 사진과 공인인증서 등을 이용하여 피해자의 휴대전화번호를 번호이동하고 피해자 명의의 신규 휴대전화를 개통하였음
이어 피의자는 8.1. 11:35경부터 8.4. 14:07경까지 피해자 명의로 199,832,128원의 대출을 받아 피해자 명의의 계좌에서 온라인 결제 또는 제3자 명의의 계좌로 송금하는 방법으로 총 206,150,992원의 재산상 이익을 취득함","hwpx_attachment","(택배사칭) '23.8월 택배배송을 사칭한 문자의 URL을 클릭하였다가 악성앱이 설치되어 사기당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=c548acc57f404409804c143fd9691e28&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129854&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(모바일 청첩장) '23.7월 모바일 청첩장 형식의 악성앱 설치를 유도하는 url을 클릭하였다가 사기당한 사례","최초접근방법 : 문자
피해자 연령 : 60대
피해자 성별 : 남
사기 유형 : 메신저피싱
피의자는 7.27. 피해자에게 ‘모바일 청첩장’ 형식의 악성앱 설치를 유도하는 URL을 전송하여 피해자가 해당 URL을 통해 악성앱을 설치하자,
해당 악성앱을 이용하여 7.27. 피해자 명의로 대출을 받는 등 부정한 명령을 입력하고 권한 없이 정보를 입력·변경하여 정보처리를 하게 함으로써 여러 차례 입출금 등을 이용하여 8,500만원 상당의 재산상의 이익을 취득하였다.","hwpx_attachment","(모바일 청첩장) '23.7월 모바일 청첩장 형식의 악성앱 설치를 유도하는 url을 클릭하였다가 사기당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=2c74c6d5e27c492184c462a387632451&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129852&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(정부지원 저금리 대출) '23.5월 정부지원 저금리 대출이 가능하다고 하여 대출 신청 후 기존 대출금을 상환해야한다는 말에 속아 대출금을 갈취당한 사례","최초접근방법 : 전화
피해자 연령 : 50대
피해자 성별 : 남
사기 유형 : 정부 지원 저금리 대출, 대환대출
피진정인은 5.16. 10:35 경 1811-8551 번호로 피해자에게 전화를 하여 “OO은행 김민정 대리입니다. 정부지원 저금리 대출이 가능합니다. 고정금리 5.8%에 최대 5,800만원까지 대출이 가능합니다. 카카오톡으로 보내주는 어플을 설치하여 대출신청서를 작성하면 신청이 완료됩니다”라고 말하며 피해자에게 카카오톡으로 APK파일을 전송하였다.
피해자는 위 어플을 설치하고 대출신청서를 작성하였고, 피진정인은 다시 한 번 OO저축은행 직원을 사칭하여 전화를 해서 “우리 OO은행에 대출이 있는데 신규대출을 진행하면 금융업법 위반이다. 지급정지를 걸었으니 이를 풀고 싶으면 우리에게 대출금을 상환하라”고 말하였다.
피진정인은 위와 같은 방법으로 피해자를 기망하여 피해자로부터 기존 대출금 상황 명목으로 3,000만원을 갈취하였다.","hwpx_attachment","(정부지원 저금리 대출) '23.5월 정부지원 저금리 대출이 가능하다고 하여 대출 신청 후 기존 대출금을 상환해야한다는 말에 속아 대출금을 갈취당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=ac4d2fae4a67476191d0dd4be129a816&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129850&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(공공기관 사칭) '23.8월 서민금융진흥원을 사칭하여 저금리 대환대출을 해주겠다고 하는 것에 속아 기존 대출금을 갈취당한 사례","최초접근방법 : 전화
피해자 연령 : 40대
피해자 성별 : 남
사기 유형 : 기관사칭형(대환대출)
성명불상 피의자는 7.20. 피해자에게 전화로 서민금융진흥원 직원을 사칭하며 저금리로 대환대출을 해주겠다고 속여 대출을 진행하게 한 후
재차 기존 대출은행인 OO저축은행 직원을 사칭하며 기존 대출금이 있는 상태에서 대환대출을 계약 위반으로 기존 대출금을 상환해야 대출이 가능하다고 속였다.
피의자는 이와 같이 피해자를 속여 이에 속은 피해자로부터 7.21.부터 총 5회에 걸쳐 피해자 명의 계좌에서 1,100만원을 교부받았다.","hwpx_attachment","(공공기관 사칭) '23.8월 서민금융진흥원을 사칭하여 저금리 대환대출을 해주겠다고 하는 것에 속아 기존 대출금을 갈취당한 사례.hwpx","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=53df915a32ac4994bf3505a182d20ce2&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=129847&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(21.4월 발생) 인터넷 카페에 의한 대출빙자형 남성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
인터넷 카페
남성
대출빙자형
2021.4월 어느 날 저금리 대출 관련해서 보이스피싱을 당했습니다.
카페에서 저금리로 대출을 해준다는 글을 보고 연락을 했는데 텔레그램으로 연락을 주고받게 되었습니다.
매니저라는 사람이 거래내역이 있어야 한다고 해서 돈을 구하느라 몇일 동안 몇 차례에 걸쳐서 입금을 했는데 그 이후로 카페도 폐쇄되고 연락이 안되는 상황입니다.","hwp_attachment","(21.4월 발생) 인터넷 카페에 의한 대출빙자형 남성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=80227c19a180b72a9ecd1b6e553ed805&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35297&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(21.3월 발생) 인터넷 카페에 의한 대출빙자형 30대 남성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
인터넷 카페
30대
남성
대출빙자형
2021년 3월 중순 인터넷투자 까페에 대환대출을 조건이 어렵지 않고 이율도 최저로 금액도 최대로 해준다는 내용의 글을 보았습니다. 저는 투자금이 없었고 기존의 대출이 있는 관계로 글쓴이에게 메신저로 연락하였더니, 자기도 대출을 진행했고 그 덕분에 돈을 많이 벌 수 있었다라고 알려주었습니다.
조금 망설였으나 그 사람이 가족사진이며 이름이나 각종 정보들을 주고 해서 친해졌습니다. 그 사람과 다시 얘기를 해서 대출을 진행하였습니다.
그 사람이 “대출자금이 해외에서 들어오는 자금세탁용 검은 돈이어서 비밀스럽게 진행하고 5천만원 정도 보내면 한 2억원은 대출이 진행될 것이다"" 해서
제가 ""확실한 거냐? 책임질 수 있냐?"" 물었는데,
그 사람이 “확실하고 책임질 수 있고 나도 두 아이의 아빠인데 거짓말 하겠냐?"" 라고 하였습니다.
저는 그 말을 듣고 3월 26일 천만원씩 5천만원을 ○○은행 계좌로 송금했고
“기다리면 몇일 사이에 자금세탁이 되어 계좌로 입금될 것이다 기다리라"" 말만 듣고 기다렸으나, 3월 31일 9만원, 4월 1일 237만원 및 444만원 나누어서 제 □□은행 계좌로 입금되었습니다.
그래서 “왜 이리 적게 입금 되냐?” 따져 물으니
그 사람이 “해외에서 자금세탁이 문제가 생겨 일부밖에 되지 않아 그렇다."" 하고
제가 “그러면 나머지 금액은 언제쯤 나오나?” 물었더니
그 사람이 “기약은 알 수 없으니 기다려야 되고 내가 최대한 힘써 보긴 하는데 그러려면 뇌물(?)이 필요하다. 그래서 입금을 하면 빠르게 해결할 수 있고 오히려 금액이 더 크게 나오게 힘써 보겠다.""라고 하였습니다.
이 얘기를 듣고 처음에는 망설였으나 언제 나올지 기약도 없다 하고 돈을 못 받을 수도 있어서 뇌물로 돈을 쓰는 것밖에 방법이 없다 하여 입금한 5천만원이 생각나 최대한 돈을 빨리 마련하여 5천만원을 더 송금했습니다.
그 이후로 메신저도 차단되었고 더 이상 연락이 불가능 하였습니다.","hwp_attachment","(21.3월 발생) 인터넷 카페에 의한 대출빙자형 30대 남성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=4796e435917514ec6304b9e5e75295b3&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35296&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(21.3월 발생) 인터넷 광고에 의한 대출빙자형 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
인터넷 광고
여성
대출빙자형
2021년 3월 어느 날 대출을 좀 받아볼까 하고 인터넷을 알아보던 도중 대환대출을 금리 낮게 해준다고 하여 ○○캐피탈이라는 사이트에 들어갔고,
5000만원 대출을 신청하였습니다.
텔레그램 메신저로 이야기를 나누었으며,
캐피탈 측에서 “대출을 받으려면 요즘 코로나 때문에 받는 분들이 많아 거래내역을 4차례 남겨야 됩니다.”
“대환대출을 위해 필요하니 지정하는 계좌로 금액을 입금하세요”라고
안내하여 송금하라는 금액에 맞춰 송금했지만,
대출이 이루어지지 않았고 연락이 두절되었습니다.","hwp_attachment","(21.3월 발생) 인터넷 광고에 의한 대출빙자형 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=ba4aa05c56d931eb6110155aeac3bd62&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35295&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(21.3월 발생) 메신저피싱 60대 여성_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
60대
여성
메신저피싱
2021년 3월 21일(일) 오후 2시경 저는 메신저피싱에 걸려들어 사기범에게 신분증과 계좌정보를 송부하였고, 사기범이 보내준 URL을 눌러서 악성액을 깔았습니다. 악성앱이 설치되자 핸드폰 통화 자체가 되지 않았습니다.
사기범은 탈취한 신분증 등으로 제 명의 ○○증권회사 비대면 계좌를 개설하고 오픈뱅킹에 가입한 후 오픈뱅킹에 등록된 제 □□은행 계좌에서 1천만원을 제 명의로 개설한 동 증권회사 계좌로 이체하여 편취하였습니다.
저는 즉시 보이스피싱임을 알게 되었으나, 핸드폰에 악성앱이 설치되어 통화를 할 수가 없어 □□은행에 지급정지도 신청할 수 없었고, 피해금이 모두 인출되는 것을 막을 수 없었습니다.","hwp_attachment","(21.3월 발생) 메신저피싱 60대 여성_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=6b173a30cd085c60b3b30470784aa250&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35294&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=2"
"(21.2월 발생) 메신저피싱 60대 여성 3_","
최초 접근방법
피해자 연령
피해자 성별
사기 유형
문자메시지
60대
여성
메신저피싱
2021년 2월 ○○일 딸을 사칭한 문자메시지를 받고 팀뷰어 원격 어플로 □□은행의 예적금, 청약 통장에 있던 약 6천만원을 탈취 당했습니다. 오후 4시부터 10시까지 약 6시간 동안 사기꾼들이 □□은행 어플을 접속하여 모든 금액을 타행 계좌로 이체해 갔습니다.
사건 발생 과정은 다음과 같습니다.
2021년 2월 23일 오후 12시 경 딸이라며 문자를 보내왔습니다. 저는 의심없이 믿고 있었는데, 신분증, 계좌, 비밀번호를 요구하길래 보내주었고, 팀뷰어 어플을 설치하라고 하여 설치하였습니다. 그랬더니 ○○은행 고객센터 번호가 차단되도록 설정되었습니다.
그것도 모르고, 보안카드나 OTP 번호를 요구하길래 은행 지점을 방문하여 OTP를 발급받았고, OTP 생성번호를 보냈습니다.
그 후 딸을 사칭한 사기범이 4시 경부터 은행 어플에 접속하여 예•적금 및 청약통장을 해약하였으며, 10시까지 약 6시간 동안 은행 어플을 통해 100만원 미만의 금액을 반복적으로 타행 계좌로 이체하여 총 6천만원 가량을 탈취하였습니다.","hwp_attachment","(21.2월 발생) 메신저피싱 60대 여성 3_.hwp","https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200359&atchFileId=115acddd9be9db81cc10ad02e629dc46&fileSn=1&bbsId=","https://www.fss.or.kr/fss/bbs/B0000059/view.do?nttId=35293&menuNo=200359&viewType=&sdate=&edate=&searchCnd=1&searchWrd=&pageIndex=3"
